frame,qx,qy,qz,qw
31,0.8172979405489093,0.010502044184041643,0.5761093862910094,0.0034290625343933374
32,0.8172979405489093,0.010502044184041643,0.5761093862910094,0.0034290625343933374
33,0.8172979405489093,0.010502044184041643,0.5761093862910094,0.0034290625343933374
34,0.8172979405489093,0.010502044184041643,0.5761093862910094,0.0034290625343933374
35,0.8172979405489093,0.010502044184041643,0.5761093862910094,0.0034290625343933374
50,0.8205881701780402,0.002396459855833301,0.5713148950992303,0.015119609180486441
51,0.8205881701780402,0.002396459855833301,0.5713148950992303,0.015119609180486441
52,0.8205881701780402,0.002396459855833301,0.5713148950992303,0.015119609180486441
58,0.8256845781504488,-0.005423201519194074,0.5640313207176758,0.00917799211548377
59,0.8256845781504488,-0.005423201519194074,0.5640313207176758,0.00917799211548377
60,0.8256845781504488,-0.005423201519194074,0.5640313207176758,0.00917799211548377
61,0.8256845781504488,-0.005423201519194074,0.5640313207176758,0.00917799211548377
62,0.8256845781504488,-0.005423201519194074,0.5640313207176758,0.00917799211548377
63,0.8256845781504488,-0.005423201519194074,0.5640313207176758,0.00917799211548377
64,0.8256845781504488,-0.005423201519194074,0.5640313207176758,0.00917799211548377
65,0.8256845781504488,-0.005423201519194074,0.5640313207176758,0.00917799211548377
66,0.8256845781504488,-0.005423201519194074,0.5640313207176758,0.00917799211548377
67,0.8324217433932901,0.016299656061833187,0.553751147538437,0.012962597664262656
68,0.8324217433932901,0.016299656061833187,0.553751147538437,0.012962597664262656
69,0.8324217433932901,0.016299656061833187,0.553751147538437,0.012962597664262656
70,0.8324217433932901,0.016299656061833187,0.553751147538437,0.012962597664262656
71,0.8324217433932901,0.016299656061833187,0.553751147538437,0.012962597664262656
72,0.8324217433932901,0.016299656061833187,0.553751147538437,0.012962597664262656
73,0.8219858947103554,0.00918846980894672,0.569396170046371,0.006539300903808312
74,0.8219858947103554,0.00918846980894672,0.569396170046371,0.006539300903808312
75,0.8219858947103554,0.00918846980894672,0.569396170046371,0.006539300903808312
76,0.8219858947103554,0.00918846980894672,0.569396170046371,0.006539300903808312
84,0.8268098942399084,0.009637270290460043,0.5623636713066119,0.006294680523195319
85,0.8268098942399084,0.009637270290460043,0.5623636713066119,0.006294680523195319
86,0.8268098942399084,0.009637270290460043,0.5623636713066119,0.006294680523195319
87,0.8268098942399084,0.009637270290460043,0.5623636713066119,0.006294680523195319
88,0.8268098942399084,0.009637270290460043,0.5623636713066119,0.006294680523195319
89,0.8268098942399084,0.009637270290460043,0.5623636713066119,0.006294680523195319
