timestamp,pred_x,pred_y,pred_theta,odom_x,odom_y,odom_theta,vo_theta,cam_x,cam_y,cam_theta,ekf_x,ekf_y,ekf_theta,observed_tag,innovation_x,innovation_y,innovation_theta,mahalanobis_distance,measurement_used,cov_x,cov_y,cov_theta
1759245215.1298406,0.0,0.0,1.5721128392907273,0.0,0.0,1.5721128392907273,1.5707963267948966,41.61904449113077,-35.54691960449827,1.5713579100407573,3.0828921845282053,-2.6331051558887606,1.5718224818868922,1140,41.61904449113077,-35.54691960449827,-0.0007549292499700044,27.738228412831173,True,7.407407407407407,7.407407407407407,0.046864218428724395
1759245215.5633585,3.0828921845282053,-2.6331051558887606,1.5715591657577166,0.0,0.0,1.5718495231615517,1.570867499571408,26.037924264870153,-33.86170919015251,1.543071592318694,5.246717751309852,-5.576827978306779,1.557702247319476,1140,22.955032080341947,-31.22860403426375,-0.02848757343902264,13.609022297688796,True,9.426366990942638,9.426366990942638,0.05926877204738921
1759245215.7499106,5.246717751309852,-5.576827978306779,1.5578824357093302,0.0,0.0,1.572029711551406,1.5707299509678396,-21.573234061241244,-33.05765635356761,1.4537694674601873,2.2823369497047747,-8.614254764797284,1.5045830574469647,1140,-26.819951812551096,-27.480828375260828,-0.10411296824914285,13.158719906074198,True,11.05289383934619,11.05289383934619,0.06237808547986014
1759245216.1602585,2.2823369497047747,-8.614254764797284,1.5049767293635847,0.0,0.0,1.572423383468026,1.5708687298440864,30.760856851312504,-29.35744071900615,1.5519231219258405,5.791284451227419,-11.170102146582447,1.5292922243187839,1140,28.47851990160773,-20.743185954208865,0.046946392562255745,10.892317559268655,True,12.321382970905551,12.321382970905551,0.06310962721377998
1759245216.576235,5.791284451227419,-11.170102146582447,1.5302312116451393,0.0,0.0,1.5733623707943813,1.5707870955783498,37.9449656239784,-29.68149102433972,1.5650852737369778,10.063162315338719,-13.629490605278225,1.5483320708551478,1140,32.15368117275098,-18.511388877757273,0.0348540620918385,11.941266578817695,True,13.285812722841683,13.285812722841683,0.06327913244598611
1759245217.065917,11.748996171470363,30.4096303586409,1.532534638634127,0.5831084751508776,44.067518600113935,1.5575649385733605,1.5706654289836068,37.80018699098135,-37.903872384034685,1.563982330367593,24.134012556121682,21.176771706231655,1.3962144402565073,1140,26.05119081951099,-68.31350274267558,0.031447691733466066,43.9635581015986,True,51.990041409606526,14.060649596230041,0.05471288866961094
1759245217.2436655,27.370571196569706,37.749795799885106,1.377932945917415,1.1151501545806173,60.94523678395698,1.5392834442342682,1.5718821009962172,46.69239036552063,-38.171395380311765,1.580421505592975,33.33599960639384,26.866846197465676,1.4421269657154827,1140,19.321819168950924,-75.92119118019687,0.2024885596755599,52.18832697442888,False,44.8254105439182,14.860424613605154,0.057957203549598366
1759245217.4189284,33.87988143552581,31.30283344797918,1.4487984864201078,1.2261598668070952,65.41306256106263,1.5459549649388933,1.5718821009962172,46.69239036552063,-38.171395380311765,1.580421505592975,36.77639913100327,20.960185262370388,1.5108360552354965,1140,12.81250892999482,-69.47422882829095,0.13162301917286712,42.426865352577785,True,33.676455309493214,15.146602113688534,0.06131365926319272
1759245217.659995,36.77639913100327,20.960185262370388,1.5107420778333305,1.2261598668070952,65.41306256106263,1.5458609875367264,1.585594778847054,48.06925472011602,-11.470795658740258,1.5884287830180845,39.40828916052693,16.093390743143708,1.5462009653468716,1140,11.292855589112754,-32.430980921110645,0.07768670518475407,9.944329810360932,True,26.718553620447036,15.341370071106725,0.06277593355418166
1759245217.8393157,39.40828916052693,16.093390743143708,1.5461307491903522,1.2261598668070952,65.41306256106263,1.545790771380207,1.582885989332942,74.6901551652637,12.521564384140902,1.644250842501621,47.4371947537332,15.772993014542593,1.587004923942514,1140,35.28186600473678,-3.571826359002806,0.0981200933112687,9.777586961518553,True,22.89041644719282,15.49236147616727,0.06319077667112762
1759245218.011719,47.4371947537332,15.772993014542593,1.5872082604734885,1.2261598668070952,65.41306256106263,1.5459941079111825,1.584483803445094,-24.840423472261122,8.497780879211632,1.443713037694872,32.5561669749251,14.31486300854135,1.5207733849384422,1140,-72.27761822599433,-7.2752121353309605,-0.1434952227786166,41.998845055134524,True,20.561359512163886,15.603752900074882,0.06329629764896338
1759245218.2010326,32.5561669749251,14.31486300854135,1.52084536745099,1.2261598668070952,65.41306256106263,1.5460660904237304,1.584483803445094,-24.840423472261122,8.497780879211632,1.443713037694872,21.597139839353197,13.226760319217798,1.4832630828053386,1140,-57.39659044718622,-5.817082129329718,-0.07713232975611817,26.953702862457263,True,19.067118541384623,15.684460082183355,0.06332199522931613
1759245218.4011226,21.597139839353197,13.226760319217798,1.4832337815634835,1.2261598668070952,65.41306256106263,1.5460367891818745,1.584263963504787,17.525860069758277,9.680250772915826,1.5293436887520766,20.8530107622655,12.659706671919727,1.5072784077492267,1140,-4.07127976959492,-3.546509546301971,0.04610990718859309,0.24947434916700817,True,18.077275059199078,15.742421009532567,0.06332812129105826
1759245218.5754678,21.889224080736916,26.918415146218017,1.4982515443131978,1.709088869289617,79.70121447007328,1.5370099257458456,1.5842632597062174,12.82777786007112,7.946111535717478,1.5196418600673685,19.586700932700218,23.85992753602634,1.543773632078553,1140,-9.061446220665797,-18.97230361050054,0.021390315754170608,3.627437318390615,True,23.5285358104703,15.81604525159272,0.06187927541825978
