timestamp,frame,marker_id,estimated_distance_mm,hypot_solvepnp_mm,odom_hyp,pixel_size_avg
1756933704.6119661,29,1,183.81093,184.98531163372894,174.92116888888765,92.25409
1756933704.690044,30,1,183.81093,184.98531163372894,174.92116888888765,92.25409
1756933704.7951627,31,1,175.11726,177.68808515148461,174.92116888888765,96.253876
1756933704.9271238,32,1,175.11726,177.68808515148461,174.92116888888765,96.253876
1756933705.008333,33,1,175.11726,177.68808515148461,174.92116888888765,96.253876
1756933705.0930939,34,1,174.59508,177.10518873379283,174.92116888888765,96.50519
1756933705.1915398,35,1,174.59508,177.10518873379283,174.92116888888765,96.50519
1756933705.287464,36,1,174.59508,177.10518873379283,174.92116888888765,96.50519
1756933705.359953,37,1,174.59508,177.10518873379283,174.92116888888765,96.50519
1756933705.4349878,38,1,174.59508,177.10518873379283,174.92116888888765,96.50519
1756933705.5238292,39,1,175.10637,177.2112878829748,174.92116888888765,96.2591
1756933705.6020885,40,1,175.10637,177.2112878829748,174.92116888888765,96.2591
1756933705.6918356,41,1,174.59508,177.10518873379283,174.92116888888765,96.50519
1756933705.7701044,42,1,174.59508,177.10518873379283,174.92116888888765,96.50519
1756933705.8673143,43,1,174.59508,177.10518873379283,174.92116888888765,96.50519
1756933705.9594688,44,1,175.10645,177.44101751784683,174.92116888888765,96.25906
1756933706.039972,45,1,175.10645,177.44101751784683,174.92116888888765,96.25906
1756933706.1226807,46,1,174.08105,176.7891814352905,174.92116888888765,96.75387
1756933706.2087684,47,1,174.08105,176.7891814352905,174.92116888888765,96.75387
1756933706.2989304,48,1,174.08105,176.7891814352905,174.92116888888765,96.75387
1756933706.4023147,49,1,174.59508,177.10518873379283,168.40796083063972,96.50519
1756933706.4814014,50,1,174.59508,177.10518873379283,161.8833089762638,96.50519
1756933706.5584366,51,1,174.59508,177.10518873379283,156.45232860423494,96.50519
1756933706.639572,52,1,174.59508,177.10518873379283,155.23529960505942,96.50519
1756933706.730447,53,1,174.59508,177.10518873379283,155.23529960505942,96.50519
1756933706.8206162,54,1,170.5347,173.47778977300956,155.23529960505942,98.50508
1756933706.9114878,55,1,170.5347,173.47778977300956,155.23529960505942,98.50508
1756933707.0599878,56,1,152.47781,157.33726164613128,155.23529960505942,108.50461
1756933707.1393588,57,1,152.47781,157.33726164613128,155.23529960505942,108.50461
1756933707.2341645,58,1,152.47781,157.33726164613128,155.23529960505942,108.50461
1756933707.321172,59,1,152.47781,157.33726164613128,155.23529960505942,108.50461
1756933707.4031558,60,1,152.89046,157.55019887311815,155.23529960505942,108.25349
1756933707.4896448,61,1,152.89046,157.55019887311815,155.23529960505942,108.25349
1756933707.5826247,62,1,152.89046,157.55019887311815,155.23529960505942,108.25349
1756933707.662271,63,1,152.47781,157.33726164613128,155.23529960505942,108.50461
1756933707.7418132,64,1,152.47781,157.33726164613128,155.23529960505942,108.50461
1756933707.8163052,65,1,152.47781,157.33726164613128,155.23529960505942,108.50461
1756933707.9440587,66,1,152.47781,157.33726164613128,144.0569048272842,108.50461
1756933708.0235376,67,1,152.47781,157.33726164613128,136.82436225353882,108.50461
1756933708.0997036,68,1,153.28976,158.091549253587,129.85519186737355,108.01157
1756933708.1906252,69,1,153.28976,158.091549253587,123.62711273637773,108.01157
1756933708.2713215,70,1,153.28976,158.091549253587,122.37631939909775,108.01157
1756933708.3941028,71,1,153.28976,158.091549253587,122.37631939909775,108.01157
1756933708.4786892,72,1,137.45651,143.77653759221792,122.37631939909775,118.51269
1756933708.5615587,73,1,137.45651,143.77653759221792,122.37631939909775,118.51269
1756933708.6512263,74,1,118.36086,126.68114503039874,122.37631939909775,134.25464
1756933708.7260041,75,1,118.36086,126.68114503039874,122.37631939909775,134.25464
1756933708.8152173,76,1,117.81168,126.27027278284429,122.37631939909775,134.76947
1756933708.8931124,77,1,117.81168,126.27027278284429,122.37631939909775,134.76947
1756933708.9789243,78,1,117.81168,126.27027278284429,122.37631939909775,134.76947
1756933709.0713673,79,1,117.8294,126.31273068262749,122.37631939909775,134.75279
1756933709.1656141,80,1,117.8294,126.31273068262749,122.37631939909775,134.75279
1756933709.2520854,81,1,117.8294,126.31273068262749,122.37631939909775,134.75279
1756933709.338609,82,1,117.8294,126.29208996500104,122.37631939909775,134.75279
1756933709.4182308,83,1,117.8294,126.29208996500104,122.37631939909775,134.75279
1756933709.5035903,84,1,117.8294,126.29208996500104,115.16343909137102,134.75279
1756933709.5944364,85,1,117.8294,126.29208996500104,107.48695177771566,134.75279
1756933709.6865795,86,1,117.563194,126.07618515927422,99.19417582151833,135.00371
1756933709.777735,87,1,117.563194,126.07618515927422,90.8078777035992,135.00371
1756933709.8639283,88,1,110.99119,119.81778347410466,90.24762111049638,141.50887
1756933709.940477,89,1,110.99119,119.81778347410466,90.24762111049638,141.50887
1756933710.0357342,90,1,98.51692,108.85737612698847,90.24762111049638,155.75404
1756933710.1222703,91,1,98.51692,108.85737612698847,90.24762111049638,155.75404
1756933710.1977658,92,1,98.51692,108.85737612698847,90.24762111049638,155.75404
1756933710.2771177,93,1,98.51692,108.85737612698847,90.24762111049638,155.75404
1756933710.3568587,94,1,84.09742,95.67171979961549,90.24762111049638,176.265
1756933710.4436166,95,1,84.09742,95.67171979961549,90.24762111049638,176.265
1756933710.5267258,96,1,84.09742,95.67171979961549,90.24762111049638,176.265
1756933710.6074002,97,1,83.78684,95.3117095138837,90.24762111049638,176.76637
1756933710.6869297,98,1,83.78684,95.3117095138837,90.24762111049638,176.76637
1756933710.8245301,99,1,83.9419,95.60061106213601,90.24762111049638,176.5157
1756933710.918248,100,1,83.9419,95.60061106213601,90.24762111049638,176.5157
1756933711.0099316,101,1,83.9419,95.60061106213601,90.24762111049638,176.5157
1756933711.0933664,102,1,84.09297,95.458392850508,86.82679667372715,176.27216
1756933711.1756117,103,1,84.09297,95.458392850508,79.67153811499686,176.27216
1756933711.251673,104,1,84.09297,95.458392850508,72.63589409914559,176.27216
1756933711.3319054,105,1,84.09828,95.56946981281081,65.41512732217606,176.26361
1756933711.419553,106,1,84.09828,95.56946981281081,65.41512732217606,176.26361
1756933711.5229669,107,1,71.56109,83.866770295802,65.41512732217606,199.05472
1756933711.5996737,108,1,71.56109,83.866770295802,65.41512732217606,199.05472
1756933711.6864693,109,1,71.56109,83.866770295802,65.41512732217606,199.05472
1756933711.7818325,110,1,57.49926,71.07591369596169,65.41512732217606,232.81947
1756933711.8625965,111,1,57.49926,71.07591369596169,65.41512732217606,232.81947
1756933711.9380274,112,1,57.49926,71.07591369596169,65.41512732217606,232.81947
1756933712.0515668,113,1,57.49774,71.0553564821895,65.41512732217606,232.82375
1756933712.1470346,114,1,57.49774,71.0553564821895,65.41512732217606,232.82375
1756933712.2376494,115,1,57.49774,71.0553564821895,65.41512732217606,232.82375
1756933712.3248053,116,1,57.49774,71.0553564821895,65.41512732217606,232.82375
1756933712.406109,117,1,57.49774,71.0553564821895,65.41512732217606,232.82375
1756933712.4815116,118,1,57.49774,71.0553564821895,65.41512732217606,232.82375
1756933712.5704138,119,1,57.49774,71.0553564821895,57.63621778686893,232.82375
1756933712.655441,120,1,57.49774,71.0553564821895,50.19634147764342,232.82375
1756933712.75005,121,1,57.501648,71.19265969790473,41.776144670526755,232.81276
1756933712.8518336,122,1,57.501648,71.19265969790473,41.776144670526755,232.81276
1756933712.9538736,123,1,52.689095,66.03847375512663,41.776144670526755,247.1608
1756933713.0347717,124,1,52.689095,66.03847375512663,41.776144670526755,247.1608
1756933713.1140714,125,1,52.689095,66.03847375512663,41.776144670526755,247.1608
1756933713.1932566,126,1,52.689095,66.03847375512663,41.776144670526755,247.1608
1756933713.2973297,127,1,52.689095,66.03847375512663,41.776144670526755,247.1608
