frame,R_00,R_01,R_02,R_10,R_11,R_12,R_20,R_21,R_22
22,0.3740740097843085,0.010933345093148516,0.927334404176273,0.0176258993547911,-0.9998337078356262,0.004678070927047316,0.9272313426949199,0.014595158126510174,-0.3742045142478083
23,0.3740740097843085,0.010933345093148516,0.927334404176273,0.0176258993547911,-0.9998337078356262,0.004678070927047316,0.9272313426949199,0.014595158126510174,-0.3742045142478083
24,0.3740740097843085,0.010933345093148516,0.927334404176273,0.0176258993547911,-0.9998337078356262,0.004678070927047316,0.9272313426949199,0.014595158126510174,-0.3742045142478083
25,0.3740740097843085,0.010933345093148516,0.927334404176273,0.0176258993547911,-0.9998337078356262,0.004678070927047316,0.9272313426949199,0.014595158126510174,-0.3742045142478083
26,0.3740740097843085,0.010933345093148516,0.927334404176273,0.0176258993547911,-0.9998337078356262,0.004678070927047316,0.9272313426949199,0.014595158126510174,-0.3742045142478083
27,0.3740740097843085,0.010933345093148516,0.927334404176273,0.0176258993547911,-0.9998337078356262,0.004678070927047316,0.9272313426949199,0.014595158126510174,-0.3742045142478083
33,0.3900588005665756,-0.0225320430829255,0.9205142253844167,-0.014610528429140035,-0.9997261513702934,-0.018279899489941534,0.9206740273080287,-0.006318963589882685,-0.3902811885545656
34,0.3900588005665756,-0.0225320430829255,0.9205142253844167,-0.014610528429140035,-0.9997261513702934,-0.018279899489941534,0.9206740273080287,-0.006318963589882685,-0.3902811885545656
35,0.3900588005665756,-0.0225320430829255,0.9205142253844167,-0.014610528429140035,-0.9997261513702934,-0.018279899489941534,0.9206740273080287,-0.006318963589882685,-0.3902811885545656
36,0.3900588005665756,-0.0225320430829255,0.9205142253844167,-0.014610528429140035,-0.9997261513702934,-0.018279899489941534,0.9206740273080287,-0.006318963589882685,-0.3902811885545656
37,0.3900588005665756,-0.0225320430829255,0.9205142253844167,-0.014610528429140035,-0.9997261513702934,-0.018279899489941534,0.9206740273080287,-0.006318963589882685,-0.3902811885545656
57,0.3736706116977303,0.008507883893357665,0.9275224470950018,0.028767323076058157,-0.9995832040380704,-0.002420604887851934,0.927115265259116,0.027586846805000134,-0.3737596163403373
58,0.3736706116977303,0.008507883893357665,0.9275224470950018,0.028767323076058157,-0.9995832040380704,-0.002420604887851934,0.927115265259116,0.027586846805000134,-0.3737596163403373
59,0.3736706116977303,0.008507883893357665,0.9275224470950018,0.028767323076058157,-0.9995832040380704,-0.002420604887851934,0.927115265259116,0.027586846805000134,-0.3737596163403373
60,0.3736706116977303,0.008507883893357665,0.9275224470950018,0.028767323076058157,-0.9995832040380704,-0.002420604887851934,0.927115265259116,0.027586846805000134,-0.3737596163403373
61,0.3775677624067525,0.011381245816018251,0.925912010957215,0.03138794145181155,-0.999507145281409,-0.0005134810862953802,0.9254498267991496,0.02925634589424489,-0.3777389102307841
62,0.3775677624067525,0.011381245816018251,0.925912010957215,0.03138794145181155,-0.999507145281409,-0.0005134810862953802,0.9254498267991496,0.02925634589424489,-0.3777389102307841
63,0.3775677624067525,0.011381245816018251,0.925912010957215,0.03138794145181155,-0.999507145281409,-0.0005134810862953802,0.9254498267991496,0.02925634589424489,-0.3777389102307841
64,0.3775677624067525,0.011381245816018251,0.925912010957215,0.03138794145181155,-0.999507145281409,-0.0005134810862953802,0.9254498267991496,0.02925634589424489,-0.3777389102307841
65,0.3775677624067525,0.011381245816018251,0.925912010957215,0.03138794145181155,-0.999507145281409,-0.0005134810862953802,0.9254498267991496,0.02925634589424489,-0.3777389102307841
66,0.3775677624067525,0.011381245816018251,0.925912010957215,0.03138794145181155,-0.999507145281409,-0.0005134810862953802,0.9254498267991496,0.02925634589424489,-0.3777389102307841
67,0.3775677624067525,0.011381245816018251,0.925912010957215,0.03138794145181155,-0.999507145281409,-0.0005134810862953802,0.9254498267991496,0.02925634589424489,-0.3777389102307841
68,0.3775677624067525,0.011381245816018251,0.925912010957215,0.03138794145181155,-0.999507145281409,-0.0005134810862953802,0.9254498267991496,0.02925634589424489,-0.3777389102307841
74,0.38005113749896036,0.009375228450195467,0.9249179628363015,0.01654202380800437,-0.9998576005377097,0.003337678131443909,0.9248175465107064,0.014031526591228333,-0.3801521036735658
75,0.38005113749896036,0.009375228450195467,0.9249179628363015,0.01654202380800437,-0.9998576005377097,0.003337678131443909,0.9248175465107064,0.014031526591228333,-0.3801521036735658
76,0.38005113749896036,0.009375228450195467,0.9249179628363015,0.01654202380800437,-0.9998576005377097,0.003337678131443909,0.9248175465107064,0.014031526591228333,-0.3801521036735658
77,0.38005113749896036,0.009375228450195467,0.9249179628363015,0.01654202380800437,-0.9998576005377097,0.003337678131443909,0.9248175465107064,0.014031526591228333,-0.3801521036735658
78,0.3830037922133963,0.008716896978416874,0.9237056408062174,0.014184882839103182,-0.9998930724083762,0.003554271877425988,0.9236378534084655,0.011741356685043343,-0.38308648670267176
79,0.3830037922133963,0.008716896978416874,0.9237056408062174,0.014184882839103182,-0.9998930724083762,0.003554271877425988,0.9236378534084655,0.011741356685043343,-0.38308648670267176
80,0.3830037922133963,0.008716896978416874,0.9237056408062174,0.014184882839103182,-0.9998930724083762,0.003554271877425988,0.9236378534084655,0.011741356685043343,-0.38308648670267176
81,0.3830037922133963,0.008716896978416874,0.9237056408062174,0.014184882839103182,-0.9998930724083762,0.003554271877425988,0.9236378534084655,0.011741356685043343,-0.38308648670267176
82,0.3830037922133963,0.008716896978416874,0.9237056408062174,0.014184882839103182,-0.9998930724083762,0.003554271877425988,0.9236378534084655,0.011741356685043343,-0.38308648670267176
83,0.3830037922133963,0.008716896978416874,0.9237056408062174,0.014184882839103182,-0.9998930724083762,0.003554271877425988,0.9236378534084655,0.011741356685043343,-0.38308648670267176
84,0.3845354308123672,0.009146194976298344,0.9230649216427864,0.010086159798285303,-0.9999328526826275,0.005706093804530688,0.9230551293560267,0.007115985064499858,-0.38460186027383036
85,0.3845354308123672,0.009146194976298344,0.9230649216427864,0.010086159798285303,-0.9999328526826275,0.005706093804530688,0.9230551293560267,0.007115985064499858,-0.38460186027383036
86,0.3845354308123672,0.009146194976298344,0.9230649216427864,0.010086159798285303,-0.9999328526826275,0.005706093804530688,0.9230551293560267,0.007115985064499858,-0.38460186027383036
87,0.3845354308123672,0.009146194976298344,0.9230649216427864,0.010086159798285303,-0.9999328526826275,0.005706093804530688,0.9230551293560267,0.007115985064499858,-0.38460186027383036
88,0.3845354308123672,0.009146194976298344,0.9230649216427864,0.010086159798285303,-0.9999328526826275,0.005706093804530688,0.9230551293560267,0.007115985064499858,-0.38460186027383036
89,0.3845354308123672,0.009146194976298344,0.9230649216427864,0.010086159798285303,-0.9999328526826275,0.005706093804530688,0.9230551293560267,0.007115985064499858,-0.38460186027383036
90,0.3847675518981003,0.012888040633474752,0.9229235230586402,0.009459446217428308,-0.9999050608615877,0.010019388237027317,0.9229650317772619,0.004875209945695036,-0.3848529361254547
91,0.3847675518981003,0.012888040633474752,0.9229235230586402,0.009459446217428308,-0.9999050608615877,0.010019388237027317,0.9229650317772619,0.004875209945695036,-0.3848529361254547
92,0.3847675518981003,0.012888040633474752,0.9229235230586402,0.009459446217428308,-0.9999050608615877,0.010019388237027317,0.9229650317772619,0.004875209945695036,-0.3848529361254547
93,0.3847675518981003,0.012888040633474752,0.9229235230586402,0.009459446217428308,-0.9999050608615877,0.010019388237027317,0.9229650317772619,0.004875209945695036,-0.3848529361254547
94,0.3847675518981003,0.012888040633474752,0.9229235230586402,0.009459446217428308,-0.9999050608615877,0.010019388237027317,0.9229650317772619,0.004875209945695036,-0.3848529361254547
95,0.390926765830065,0.007001826668806117,0.9203951532797994,0.006241427109788164,-0.999968239825306,0.004956200995973323,0.9204006238292533,0.003807067635238573,-0.3909580513184786
96,0.390926765830065,0.007001826668806117,0.9203951532797994,0.006241427109788164,-0.999968239825306,0.004956200995973323,0.9204006238292533,0.003807067635238573,-0.3909580513184786
97,0.390926765830065,0.007001826668806117,0.9203951532797994,0.006241427109788164,-0.999968239825306,0.004956200995973323,0.9204006238292533,0.003807067635238573,-0.3909580513184786
98,0.390926765830065,0.007001826668806117,0.9203951532797994,0.006241427109788164,-0.999968239825306,0.004956200995973323,0.9204006238292533,0.003807067635238573,-0.3909580513184786
99,0.390926765830065,0.007001826668806117,0.9203951532797994,0.006241427109788164,-0.999968239825306,0.004956200995973323,0.9204006238292533,0.003807067635238573,-0.3909580513184786
100,0.390926765830065,0.007001826668806117,0.9203951532797994,0.006241427109788164,-0.999968239825306,0.004956200995973323,0.9204006238292533,0.003807067635238573,-0.3909580513184786
101,0.3908234204333686,0.005419540218838134,0.920449717597099,0.002698784283779838,-0.999985115203771,0.004741933602502552,0.9204617159904874,0.0006308365218626699,-0.3908322292763612
102,0.3908234204333686,0.005419540218838134,0.920449717597099,0.002698784283779838,-0.999985115203771,0.004741933602502552,0.9204617159904874,0.0006308365218626699,-0.3908322292763612
103,0.3908234204333686,0.005419540218838134,0.920449717597099,0.002698784283779838,-0.999985115203771,0.004741933602502552,0.9204617159904874,0.0006308365218626699,-0.3908322292763612
104,0.3908234204333686,0.005419540218838134,0.920449717597099,0.002698784283779838,-0.999985115203771,0.004741933602502552,0.9204617159904874,0.0006308365218626699,-0.3908322292763612
