timestamp,odom_x,odom_y,odom_theta,cam_x,cam_y,cam_theta,ekf_x,ekf_y,ekf_theta
1758613994.542028,0.0,0.0,1.5715058698430104,33.50167084763958,-31.69131461817426,1.57235521975428,7.73115481099375,-7.3133802965017525,1.5716292796591778
1758613994.991719,0.0,0.0,1.571412809332813,-3.1359258285123985,-36.70888596481802,1.503872719120814,5.030088524873724,-14.619777659146838,1.555710261703943
1758613995.1852117,0.0,0.0,1.5713212064268214,-34.25890564050856,-38.65621510650499,1.4469683174836987,-5.1247608029126095,-20.83236736371476,1.5249157727321856
1758613995.3998044,0.0,0.0,1.5716161183172077,-2.4518518535942704,-36.67458323833239,1.5058610725120516,-4.4194461421626245,-25.01273688882842,1.5192742307180012
1758613995.613074,0.0,0.0,1.5716278123721024,-2.4518518535942704,-36.67458323833239,1.5058610725120516,-3.8945015468895594,-28.124060827734215,1.515013551115064
1758613995.83375,0.0,0.0,1.5717553840008869,-49.19515882717472,-35.359099801028265,1.4189676822415784,-16.051452116686608,-30.06566645664789,1.4840269450254353
1758613996.0540028,0.0,0.0,1.5719978230513014,-6.4564399757337725,-34.03974834355222,1.498051651193108,-13.46848497609604,-31.135485105868554,1.4887614137915466
1758613996.2388558,0.0,0.0,1.5718107411025455,4.4774455351143665,-31.920940674657572,1.5179909632435329,-8.629437568759545,-31.34728001565895,1.4981941580478098
1758613996.4253922,0.0,0.0,1.5719182334926043,4.4774455351143665,-31.920940674657572,1.5179909632435329,-5.092095515498066,-31.502102024621383,1.504750177595879
1758613996.6057835,0.0,0.0,1.5719735015377965,7.669385939142259,-34.54069165165981,1.5245604542163371,-1.6463507231799936,-32.32255570161609,1.5112799018850713
1758613996.7843494,0.0,0.0,1.5719828189448082,70.30314497689602,-22.426156043270453,1.641618707739502,17.785699863714754,-29.649745601726853,1.5540162292478255
1758613996.9724352,0.0,0.0,1.5718931249635648,20.491143225275543,-34.96913475117867,1.548411792071951,18.51648097118369,-31.08659294029099,1.5521183392502913
1758613997.18769,0.0,0.0,1.5721859220872605,35.91597928645255,-29.959623101582565,1.5769827284304907,23.216682490365287,-30.78215971744796,1.5604682742255305
1758613997.3518085,0.0,0.0,1.5721067174668222,35.91597928645255,-29.959623101582565,1.5769827284304907,26.647328265797505,-30.559955936272743,1.5658303609184054
1758613997.527537,0.0,0.0,1.5722980550842696,-35.766015060539786,-34.2570041756062,1.4434012245522914,9.78636368671549,-31.55871351098921,1.52581222583285
1758613997.7175694,0.0,0.0,1.5723550459779536,-48.80257141601687,-36.785593210890625,1.419785412249595,-6.041607152754338,-32.97077022999925,1.4910822158588033
1758613997.8855095,0.02613185355156395,0.3348621931698328,1.4929165287146835,-17.487198732375234,-39.32427338918819,1.4778032241608205,-9.098650172582383,-34.445767230945506,1.4343597708402918
1758613998.076666,0.045767929340452464,0.4284016950897315,1.363878056256748,-47.213640275301614,-33.59282097242806,1.4223871771974221,-19.38281941118307,-34.14912350591255,1.3460810407889714
1758613998.2805502,-0.02987561909451652,0.23906921000692982,1.1906972798529514,17.91584531609942,-32.10293885712679,1.492791993740507,-9.360543447158857,-33.7306738200948,1.2784042867249765
1758613998.4722052,-0.08197759388610282,0.15864355260671292,0.9959496687684852,17.91584531609942,-32.10293885712679,1.492791993740507,-2.0166310663425246,-33.347975015016004,1.2186232228130836
1758613998.6560833,-0.20963896127637008,0.026303983340331794,0.8033892413539936,118.73781912992007,-37.39539712244323,1.4739939669607092,30.553193694660372,-34.54602931523786,1.179156842351165
1758613998.8216586,-0.20963896127637008,0.026303983340331794,0.6081029093396457,256.6823757037521,-5.060824902886736,1.547216104113151,91.65425995032088,-26.573878144636733,1.1748769681792461
1758613999.0504708,-0.3176588743338591,-0.011384955709069375,0.3357010592264762,411.9074603189237,62.126857804993165,1.6561998758210552,178.14046341990834,-2.6623625022738686,1.1629450306355607
1758613999.2345033,-0.40910001752771225,-0.021656376816344063,0.11185932889041417,71.61067897820999,296.5061538315909,-0.05613275024502218,149.29878654416166,78.08940527375954,0.6166619970245047
1758613999.3966262,-0.4899124027660375,-0.015306390535936411,-0.07841577126645327,33.63208232234706,-148.76017291737168,0.5820653767041641,117.99801508909965,16.781819266344044,0.4675446904582592
1758613999.625328,-0.7055661998664626,0.060837990743830575,-0.33942157434286835,33.63208232234706,-148.76017291737168,0.5820653767041641,95.04709256939812,-27.960980041397224,0.31610008906818626
1758613999.7866313,-0.4957238944893362,-0.05961279373349755,-0.5210870926051323,3.6611577759985607,86.86721234913857,-0.2320337653869622,70.53276202757104,3.0907175346419073,0.011103953483970738
1758613999.9616966,-0.4295163096361342,-0.11687114409702157,-0.7130412735706566,-2.6316252356689347,-143.18798005317382,-0.04684251981830423,50.830184910154436,-36.44277676377356,-0.13248529011983584
1758614000.1104703,-0.4295163096361342,-0.11687114409702157,-0.8744432599688887,,,,50.830184910154436,-36.44277676377356,-0.29388727651806795
1758614000.3101845,-0.47553988240697886,-0.0282524691302401,-1.091793585001046,,,,50.7430955789235,-36.3939209842873,-0.5112376015502254
1758614000.5366523,-0.4984293846289515,0.08264384375954838,-1.3672502103184068,,,,50.663130944510755,-36.31374880228035,-0.786694226867586
1758614000.7661743,-0.45329703091329604,0.5394637709696012,-1.6692735653798716,,,,50.450308050777494,-35.90702064840959,-1.0887175819290509
1758614000.9136033,-0.41167311047713134,0.6808948713898969,-1.8570204591286095,,,,50.40753882738362,-35.765931667802114,-1.2764644756777888
1758614001.0680392,-0.37558115840296435,0.7491589228023015,-2.0571480137556826,,,,50.40027532040218,-35.689056111309235,-1.476592030304862
1758614001.2332525,-0.4280885781133523,0.6853871944326971,-2.259622836920034,,,,50.39134891623694,-35.771179078696974,-1.6790668534692135
1758614001.425764,-0.6567349965917756,0.5090143203943314,-2.484549266431504,,,,50.29690298918037,-36.04406466322278,-1.9039932829806834
1758614001.6102664,-0.739571686014148,0.4684142786136289,-2.685879035868073,,,,50.249907115561776,-36.12344771160138,-2.105323052417252
1758614001.820512,-0.8417317902978289,0.44363289147550744,-2.903615267552869,,,,50.1780774606697,-36.200202546848594,-2.3230592841020483
1758614001.9740279,-0.6886317419201169,0.45492363403225505,-3.0679784368700673,,,,50.29990041755599,-36.10678802519258,-2.4874224534192466
1758614002.1213217,-0.76196822820226,0.4616783440098399,-3.233439234290916,,,,50.234874656920375,-36.14136427109713,-2.6528832508400955
1758614002.268792,-0.8331600599799259,0.48087706015650433,-3.4050023173678206,,,,50.16481676654008,-36.164359044612034,-2.824446333917
1758614002.4422538,-0.8331600599799259,0.48087706015650433,-3.6045190189962746,,,,50.16481676654008,-36.164359044612034,-3.023963035545454
1758614002.5787845,-0.8884286762544181,0.520946173143942,-3.76889332901111,,,,50.09662601621133,-36.1611691652883,-3.1883373455602895
1758614002.719698,-1.036310294042798,0.6719706782172221,-3.937505059516969,,,,49.89013837742892,-36.11600027065491,-3.3569490760661482
1758614002.8600385,-1.0760110691938038,0.7298301382326488,-4.1110129692708774,,,,49.825206991251186,-36.08939606516206,-3.5304569858200567
1758614003.007102,-1.0457560799234191,0.6628110855597918,-4.288339333298172,,,,49.887264144625426,-36.128840044575966,-3.707783349847351
1758614003.15553,-1.0457560799234191,0.6628110855597918,-4.470164883488014,,,,49.887264144625426,-36.128840044575966,-3.889608900037193
1758614003.2803283,-1.0640580083668993,0.8491117122692708,-4.614464507265627,,,,49.76977701593487,-35.9831017219249,-4.033908523814806
1758614003.4315329,-1.0640580083668993,0.8491117122692708,-4.614378809081634,,,,49.76977701593487,-35.9831017219249,-4.033822825630813
1758614003.6701977,-1.0618695981127968,0.9684240769505984,-4.73072878027426,,,,49.706165363273236,-35.88213743541256,-4.15017279682344
1758614003.8281171,-1.0618695981127968,0.9684240769505984,-4.731055227617609,-38.499601318324416,-9.273997619889542,1.5541742513213987,-13.768040127280813,-16.789241581275736,-4.602237559337882
1758614003.9886842,-1.0618695981127968,0.9684240769505984,-4.731048808096741,-38.499601318324416,-9.273997619889542,1.5541742513213987,-24.908586097476007,-13.407253115942865,-4.663451303487622
1758614004.1447709,-1.0618695981127968,0.9684240769505984,-4.731043106975867,-10.784773090287953,-22.205865387578683,1.5017167942243361,-19.893168145869776,-16.532856042073316,-4.710217278971686
1758614004.3390434,-1.0618695981127968,0.9684240769505984,-4.731087010120312,5.1029050089274115,-36.36504924342739,1.5311364000532974,-12.07572400655878,-22.735536588239025,-4.725415379041706
1758614004.5244865,-1.0618695981127968,0.9684240769505984,-4.731030701850463,5.1029050089274115,-36.36504924342739,1.5311364000532974,-7.056835524373691,-26.7175889306367,-4.734531767566891
