timestamp,odom_x,odom_y,cam_x,cam_y
1758605841.7403884,0.0,0.0,51.53055965559784,-35.54488309896078
1758605842.1713328,0.0,0.0,13.779080515838878,-38.02830114982737
1758605842.351284,0.0,0.0,-28.424022932337504,-38.536752544143496
1758605842.533855,0.0,0.0,52.00956530858209,-33.47789823293476
1758605842.7054887,0.0,0.0,-8.284324394122216,-30.094069105504786
1758605842.870945,0.0,0.0,-8.284324394122216,-30.094069105504786
1758605843.035867,0.09760769419757923,13.688177908971436,54.99126041441639,-32.54135249724288
1758605843.2324862,0.11953039573563315,30.990659977077122,-38.176436235831716,-34.76044733477136
1758605843.4406946,-0.39036935034636533,50.55559894079082,64.194486237071,-17.666405556303516
1758605843.6380115,-1.2688365060121105,70.07020807928211,64.194486237071,-17.666405556303516
1758605843.8101697,-2.163609205208229,87.09037049471831,15.749798627224054,-3.9867608028539507
1758605843.9860544,-3.5029612538198442,104.89235723237258,32.015459123218136,19.874627067215727
1758605844.1503499,-4.645578830340631,120.62327648129501,32.015459123218136,19.874627067215727
1758605844.322767,-6.045789182053677,137.46204229787264,-27.04366116313929,46.85848190176824
1758605844.4932933,-7.115096275298929,154.2248082576296,-35.75700150821552,74.67658703981971
1758605844.689144,-8.721763237222369,174.2350981984703,31.312896577153467,95.43448576418359
1758605844.8666604,-10.02591470355511,192.29474969044037,31.312896577153467,95.43448576418359
1758605845.058691,-11.529652812793229,211.24622107090858,-10.1897453227633,122.33208807905777
1758605845.2464526,-12.674333128442195,229.3290160247593,-12.335563941417345,147.64661238293183
1758605845.4199913,-13.728177854353097,246.99856314477714,-0.34250392480800507,175.37657628838184
1758605845.584474,-14.797701615719406,263.8240952691887,-0.34250392480800507,175.37657628838184
1758605845.7915924,-16.150492672070964,285.01057320643594,3.0043577505565793,199.28322329569306
1758605845.9577882,-17.131533064424882,301.7676631813754,2.0824970371451554,225.64894474422863
1758605846.127231,-18.06386873589704,318.6862588375045,16.615919466215644,249.27458311063657
1758605846.308159,-19.110416816099896,336.93001728213835,2.2070269967559932,268.4046146646541
1758605846.4914927,-20.065724125716184,355.42205508138,2.2070269967559932,268.4046146646541
1758605846.6613102,-21.008057445553003,372.12250893698416,0.35558582133261396,287.97514431390965
1758605846.825547,-21.88613622542152,388.76940044915875,4.001901770920875,315.9654722426944
1758605847.0194247,-23.08357773612019,407.4402390654967,1.1369330455754958,345.3125173403262
1758605847.18682,-24.469075352005063,424.03835113730594,1.1369330455754958,345.3125173403262
1758605847.366578,-24.469075352005063,424.03835113730594,0.3075180620570599,365.3599532744571
1758605847.594576,-24.469075352005063,424.03835113730594,0.7220751389298021,385.05500105934044
1758605847.7569106,-25.481936130102397,435.92688209117557,0.7220751389298021,385.05500105934044
1758605847.9403577,-25.481936130102397,435.92688209117557,-1.70406771486256,407.95240112913166
1758605848.1219134,-25.481936130102397,435.92688209117557,-0.9960435984311291,411.61329919554197
1758605848.278706,-25.481936130102397,435.92688209117557,-0.9960435984311291,411.61329919554197
1758605848.4328225,-25.481936130102397,435.92688209117557,-1.7124943618426534,424.2086405072031
1758605848.5871387,-25.481936130102397,435.92688209117557,-1.7258062736515423,424.58205689090516
1758605848.754507,-25.481936130102397,435.92688209117557,-1.7258062736515423,424.58205689090516
1758605848.9039917,-25.481936130102397,435.92688209117557,-1.6644368217614405,424.57466145954476
1758605849.075066,-25.481936130102397,435.92688209117557,-1.7039043900533943,424.5813691264125
1758605849.2651608,-25.481936130102397,435.92688209117557,-1.6826515777365247,424.5839466748031
1758605849.429067,-25.481936130102397,435.92688209117557,-1.6826515777365247,424.5839466748031
1758605849.605446,-26.408806718664973,450.27187452116556,-1.6806393864934912,424.654804653113
1758605849.775188,-26.87570846522571,459.5110164195901,-1.6806393864934912,424.654804653113
1758605849.927154,-26.87570846522571,459.5110164195901,-1.660940611832026,424.6659174894503
