timestamp,odom_x,odom_y,odom_theta,cam_x,cam_y,cam_theta,ekf_x,ekf_y,ekf_theta
1758613016.4779325,0.0,0.0,1.5703674070316378,-56.24906173512936,-33.34649837817096,1.3867943826063283,-3.183909154818643,-1.887537644047413,1.5536789502657005
1758613016.9098134,0.0,0.0,1.5701815085820456,-4.385922734330919,-39.6603653435443,1.4834651315516356,-3.2694362339076695,-4.57519415403615,1.5427651410134677
1758613017.0961564,0.0,0.0,1.5702488117660547,-52.34843409901342,-28.10038353955565,1.3937514777878452,-7.369416377174872,-6.540450445787096,1.513669105003053
1758613017.277079,0.0,0.0,1.570027907433169,66.4931948510847,-28.822472146899145,1.616026960051683,-0.43933086403703037,-8.631038812844725,1.5362376794985606
1758613017.481465,0.0,0.0,1.5698869396728874,-15.043888550514332,-35.89183043744276,1.4634328886059242,-1.9318010858282377,-11.41687598748506,1.5188099075155397
1758613017.6735022,0.0,0.0,1.5700079282406252,-15.043888550514332,-35.89183043744276,1.4634328886059242,-3.3595364481385506,-14.081879409194261,1.5052266690575338
1758613017.862579,0.0,0.0,1.5698780211965853,38.6877407345462,-34.9358695702133,1.5635781455651363,1.4410733369200583,-16.462815249333048,1.5198351660906317
1758613018.036858,0.0,0.0,1.5698052643341611,-15.237385824420954,-33.18965464230166,1.4630197091363268,-0.5319766456704567,-18.441588579281202,1.5053013098143595
1758613018.2076404,0.0,0.0,1.5696901047051122,-15.237385824420954,-33.18965464230166,1.4630197091363268,-2.318631305102094,-20.23342589769984,1.4943736283219182
1758613018.4032862,0.0,0.0,1.5698163633093587,-54.38899846954948,-33.130450180989556,1.390399617411057,-8.773115691242326,-21.8321018125684,1.467715683129691
1758613018.5889559,0.0,0.0,1.5697892302998713,6.508918960147113,-31.54627944897743,1.5030294713322936,-6.850005539968812,-23.054545947136166,1.4767984005434271
1758613018.7604601,0.0,0.0,1.569719057555074,21.942260313937094,-33.2044896652576,1.5323032457399348,-3.1853620065857866,-24.346418070002432,1.4910684703334174
1758613018.9642315,0.0,0.0,1.569796661174266,38.90137801634724,-33.44118898586521,1.5640652687819752,2.217407257338487,-25.51393422211783,1.5099722737757766
1758613019.1551683,0.0,0.0,1.5698699314411793,-9.606257838549787,-37.43742155832831,1.4738410758130762,0.689763470354869,-27.054475264224482,1.5006954253194404
1758613019.3243294,0.0,0.0,1.5698020892667943,-9.606257838549787,-37.43742155832831,1.4738410758130762,-0.646980590722577,-28.402504894187043,1.4937085592778725
1758613019.5085616,0.0,0.0,1.5698732631231627,23.09176862337341,-32.38088750510747,1.5345243704108582,2.4463463219934445,-28.92091628513489,1.504305161475223
1758613019.7185001,0.0,0.0,1.5698435677157412,29.465333150643502,-32.798063544510455,1.5463025302494833,5.9768338822783305,-29.427531142880166,1.51513273758428
1758613019.8945005,0.0,0.0,1.569865033357266,33.996520295727194,-36.261455609282166,1.5551380586141104,9.645697191454717,-30.32235681517715,1.5254839242261782
1758613020.086475,0.0,0.0,1.5697883042866787,28.68108522968545,-35.66878629715757,1.5450396974274605,12.142075063299643,-31.02350922800896,1.5304792779405698
1758613020.2609842,0.0,0.0,1.5699479162870953,28.68108522968545,-35.66878629715757,1.5450396974274605,14.313630372028372,-31.633429409358598,1.5343593893187044
1758613020.445404,0.0,0.0,1.570020027587163,-26.38264102044186,-33.3405472672506,1.442247929615927,8.965493384580114,-31.857771833009107,1.5106154380550263
1758613020.6413877,0.00905462794510837,0.09757259509225391,1.4782624579970267,-43.088648136156515,-34.49325301446106,1.411326838509015,2.133139883060286,-32.120208366827526,1.4171699059918985
1758613020.8086584,0.025653562071440685,0.17954419897777868,1.3710017797202105,-43.088648136156515,-34.49325301446106,1.411326838509015,-3.8004501771635093,-32.36279345363235,1.3364432864399487
1758613020.9805746,-0.03435081414098897,0.018439665781161796,1.214257733181406,49.47202065107642,-29.26343264342927,1.5794279080932387,3.158869766744724,-32.089832193681474,1.2831593000652124
1758613021.1705852,-0.13480742535451307,-0.14284417555815068,1.0137402369950983,-42.25141185142985,-42.31599396248839,1.2870131901889932,-2.89012098052661,-33.57795573104605,1.134897737729979
1758613021.3864732,-0.3659285950874658,-0.369670522871277,0.7760200221257569,215.43637063495686,-17.659821142335545,1.5173905621100667,25.72721107752001,-31.671522488770254,1.0619462370075512
1758613021.583456,-0.3659285950874658,-0.369670522871277,0.5539284105793818,375.82959391590293,40.32884855590618,1.622796337226436,71.87344826662725,-22.1636423383138,1.0472273314157725
1758613021.7704315,-0.5425407988120323,-0.4310542282819208,0.3345013069138154,109.9738685517977,384.52569933895404,-0.12920969607709454,76.73714096103106,31.251174403533383,0.5861194755073862
1758613021.9757154,-0.5425407988120323,-0.4310542282819208,0.33479748854542335,109.9738685517977,384.52569933895404,-0.12920969607709454,81.09413133720639,77.77304526224992,0.40464371615064315
1758613022.1329439,-0.2412747540417866,-0.3409324373972405,0.2906708655592821,47.4190583172026,231.64212681553929,-0.019258459339694056,76.91240767605217,98.15372525202207,0.26086665733251185
1758613022.311569,-0.2412747540417866,-0.3409324373972405,0.17161257347347159,5.578438505633926,-68.31768531733874,0.3216512934884228,67.51381189055033,76.21637194611972,0.18929495157747644
