frame,qx,qy,qz,qw
82,0.8249205612646259,0.0133894667747339,0.5650598476864147,0.005844511523537058
83,0.8249205612646259,0.0133894667747339,0.5650598476864147,0.005844511523537058
84,0.8249205612646259,0.0133894667747339,0.5650598476864147,0.005844511523537058
85,0.8249205612646259,0.0133894667747339,0.5650598476864147,0.005844511523537058
86,0.8249205612646259,0.0133894667747339,0.5650598476864147,0.005844511523537058
93,0.829311507400346,0.010462087023406922,0.558687806503305,0.0009504172801177997
94,0.829311507400346,0.010462087023406922,0.558687806503305,0.0009504172801177997
95,0.829311507400346,0.010462087023406922,0.558687806503305,0.0009504172801177997
96,0.829311507400346,0.010462087023406922,0.558687806503305,0.0009504172801177997
97,0.829311507400346,0.010462087023406922,0.558687806503305,0.0009504172801177997
98,0.8310630186667957,0.00822844118399813,0.5561173248838407,-0.00026967416562176714
99,0.8310630186667957,0.00822844118399813,0.5561173248838407,-0.00026967416562176714
100,0.8310630186667957,0.00822844118399813,0.5561173248838407,-0.00026967416562176714
101,0.8310630186667957,0.00822844118399813,0.5561173248838407,-0.00026967416562176714
102,0.8310630186667957,0.00822844118399813,0.5561173248838407,-0.00026967416562176714
103,0.8310630186667957,0.00822844118399813,0.5561173248838407,-0.00026967416562176714
104,0.8310630186667957,0.00822844118399813,0.5561173248838407,-0.00026967416562176714
105,0.8328313193831363,0.00596944892362326,0.5534946783040936,1.493790088153402e-05
106,0.8328313193831363,0.00596944892362326,0.5534946783040936,1.493790088153402e-05
107,0.8328313193831363,0.00596944892362326,0.5534946783040936,1.493790088153402e-05
108,0.8328313193831363,0.00596944892362326,0.5534946783040936,1.493790088153402e-05
109,0.8328313193831363,0.00596944892362326,0.5534946783040936,1.493790088153402e-05
110,0.8335539389969904,0.00431822644991693,0.5524200151780012,-0.001144785423379848
111,0.8335539389969904,0.00431822644991693,0.5524200151780012,-0.001144785423379848
112,0.8335539389969904,0.00431822644991693,0.5524200151780012,-0.001144785423379848
113,0.8335539389969904,0.00431822644991693,0.5524200151780012,-0.001144785423379848
114,0.8335539389969904,0.00431822644991693,0.5524200151780012,-0.001144785423379848
115,0.8327213178645402,0.0038825178034704033,0.5536780610972931,-0.000858771792390933
116,0.8327213178645402,0.0038825178034704033,0.5536780610972931,-0.000858771792390933
117,0.8327213178645402,0.0038825178034704033,0.5536780610972931,-0.000858771792390933
118,0.8327213178645402,0.0038825178034704033,0.5536780610972931,-0.000858771792390933
119,0.8327213178645402,0.0038825178034704033,0.5536780610972931,-0.000858771792390933
120,0.8320904692363846,0.0029848359789655496,0.5546310944265417,0.0009438513487954422
121,0.8320904692363846,0.0029848359789655496,0.5546310944265417,0.0009438513487954422
122,0.8320904692363846,0.0029848359789655496,0.5546310944265417,0.0009438513487954422
123,0.8320904692363846,0.0029848359789655496,0.5546310944265417,0.0009438513487954422
124,0.8320904692363846,0.0029848359789655496,0.5546310944265417,0.0009438513487954422
125,0.8320904692363846,0.0029848359789655496,0.5546310944265417,0.0009438513487954422
126,0.8320904692363846,0.0029848359789655496,0.5546310944265417,0.0009438513487954422
127,0.8320904692363846,0.0029848359789655496,0.5546310944265417,0.0009438513487954422
128,0.8326915076052099,0.002261579153386937,0.5537323541222178,-0.00046735442913166213
129,0.8326915076052099,0.002261579153386937,0.5537323541222178,-0.00046735442913166213
130,0.8326915076052099,0.002261579153386937,0.5537323541222178,-0.00046735442913166213
131,0.8326915076052099,0.002261579153386937,0.5537323541222178,-0.00046735442913166213
132,0.8311011958519697,0.003391326322183224,0.5561107615217717,0.00034939787819501436
133,0.8311011958519697,0.003391326322183224,0.5561107615217717,0.00034939787819501436
134,0.8311011958519697,0.003391326322183224,0.5561107615217717,0.00034939787819501436
135,0.8311011958519697,0.003391326322183224,0.5561107615217717,0.00034939787819501436
136,0.8311011958519697,0.003391326322183224,0.5561107615217717,0.00034939787819501436
137,0.8305842789363342,0.003489526091075612,0.5568817038623514,-0.0005888079768377506
138,0.8305842789363342,0.003489526091075612,0.5568817038623514,-0.0005888079768377506
139,0.8305842789363342,0.003489526091075612,0.5568817038623514,-0.0005888079768377506
140,0.8305842789363342,0.003489526091075612,0.5568817038623514,-0.0005888079768377506
141,0.8305842789363342,0.003489526091075612,0.5568817038623514,-0.0005888079768377506
142,0.8293300006367751,0.0026916348134251636,0.5587523270654892,0.0005849313963179419
143,0.8293300006367751,0.0026916348134251636,0.5587523270654892,0.0005849313963179419
144,0.8293300006367751,0.0026916348134251636,0.5587523270654892,0.0005849313963179419
145,0.8293300006367751,0.0026916348134251636,0.5587523270654892,0.0005849313963179419
146,0.8293300006367751,0.0026916348134251636,0.5587523270654892,0.0005849313963179419
147,0.8293300006367751,0.0026916348134251636,0.5587523270654892,0.0005849313963179419
148,0.8293300006367751,0.0026916348134251636,0.5587523270654892,0.0005849313963179419
149,0.8284104076231792,0.0013267683162065298,0.5601200183630914,-3.544521808082066e-05
150,0.8284104076231792,0.0013267683162065298,0.5601200183630914,-3.544521808082066e-05
151,0.8284104076231792,0.0013267683162065298,0.5601200183630914,-3.544521808082066e-05
152,0.8284104076231792,0.0013267683162065298,0.5601200183630914,-3.544521808082066e-05
153,0.8259276160990996,0.001208017350034179,0.5637740697240836,0.0009549689443602777
154,0.8259276160990996,0.001208017350034179,0.5637740697240836,0.0009549689443602777
155,0.8259276160990996,0.001208017350034179,0.5637740697240836,0.0009549689443602777
156,0.8259276160990996,0.001208017350034179,0.5637740697240836,0.0009549689443602777
157,0.825578777896437,0.0006245633850674671,0.56428424458305,0.0016070852310955616
158,0.825578777896437,0.0006245633850674671,0.56428424458305,0.0016070852310955616
159,0.825578777896437,0.0006245633850674671,0.56428424458305,0.0016070852310955616
160,0.825578777896437,0.0006245633850674671,0.56428424458305,0.0016070852310955616
161,0.825578777896437,0.0006245633850674671,0.56428424458305,0.0016070852310955616
162,0.8240075118007477,-0.0008653991993481763,0.5665751992030755,0.0018480335932867212
163,0.8240075118007477,-0.0008653991993481763,0.5665751992030755,0.0018480335932867212
164,0.8240075118007477,-0.0008653991993481763,0.5665751992030755,0.0018480335932867212
165,0.8240075118007477,-0.0008653991993481763,0.5665751992030755,0.0018480335932867212
166,0.8240075118007477,-0.0008653991993481763,0.5665751992030755,0.0018480335932867212
167,0.8240075118007477,-0.0008653991993481763,0.5665751992030755,0.0018480335932867212
168,0.8240075118007477,-0.0008653991993481763,0.5665751992030755,0.0018480335932867212
169,0.8235136207172026,-0.0004506587414663617,0.5672961194179613,0.0004757029160774386
170,0.8235136207172026,-0.0004506587414663617,0.5672961194179613,0.0004757029160774386
171,0.8235136207172026,-0.0004506587414663617,0.5672961194179613,0.0004757029160774386
172,0.8235136207172026,-0.0004506587414663617,0.5672961194179613,0.0004757029160774386
173,0.8235136207172026,-0.0004506587414663617,0.5672961194179613,0.0004757029160774386
174,0.8195994889728233,-0.0019242241416902888,0.5729335914672565,0.0002735057038201713
175,0.8195994889728233,-0.0019242241416902888,0.5729335914672565,0.0002735057038201713
176,0.8195994889728233,-0.0019242241416902888,0.5729335914672565,0.0002735057038201713
177,0.8195994889728233,-0.0019242241416902888,0.5729335914672565,0.0002735057038201713
178,0.8195994889728233,-0.0019242241416902888,0.5729335914672565,0.0002735057038201713
179,0.8184894727736081,-0.0025069932676420833,0.5745158161782655,0.0005243134162781611
180,0.8184894727736081,-0.0025069932676420833,0.5745158161782655,0.0005243134162781611
181,0.8184894727736081,-0.0025069932676420833,0.5745158161782655,0.0005243134162781611
182,0.8184894727736081,-0.0025069932676420833,0.5745158161782655,0.0005243134162781611
183,0.8184894727736081,-0.0025069932676420833,0.5745158161782655,0.0005243134162781611
184,0.8184894727736081,-0.0025069932676420833,0.5745158161782655,0.0005243134162781611
185,-0.8372968752648836,0.003145875001064371,0.5467369022349952,-0.0016750751090796082
186,-0.8372968752648836,0.003145875001064371,0.5467369022349952,-0.0016750751090796082
187,-0.8372968752648836,0.003145875001064371,0.5467369022349952,-0.0016750751090796082
188,-0.8372968752648836,0.003145875001064371,0.5467369022349952,-0.0016750751090796082
189,-0.8372968752648836,0.003145875001064371,0.5467369022349952,-0.0016750751090796082
190,-0.8372968752648836,0.003145875001064371,0.5467369022349952,-0.0016750751090796082
191,-0.8369653086874272,0.004381516470319981,0.5472333932850237,-0.0023425714371805165
192,-0.8369653086874272,0.004381516470319981,0.5472333932850237,-0.0023425714371805165
193,-0.8369653086874272,0.004381516470319981,0.5472333932850237,-0.0023425714371805165
194,-0.8369653086874272,0.004381516470319981,0.5472333932850237,-0.0023425714371805165
195,-0.836083541114467,0.0060209970511768875,0.5485567693832958,-0.003678401251191363
196,-0.836083541114467,0.0060209970511768875,0.5485567693832958,-0.003678401251191363
197,-0.836083541114467,0.0060209970511768875,0.5485567693832958,-0.003678401251191363
198,-0.836083541114467,0.0060209970511768875,0.5485567693832958,-0.003678401251191363
199,-0.836083541114467,0.0060209970511768875,0.5485567693832958,-0.003678401251191363
200,-0.836083541114467,0.0060209970511768875,0.5485567693832958,-0.003678401251191363
201,-0.8352834180820098,0.004822135367013188,0.5497945829181482,-0.0020676270447210214
202,-0.8352834180820098,0.004822135367013188,0.5497945829181482,-0.0020676270447210214
203,-0.8352834180820098,0.004822135367013188,0.5497945829181482,-0.0020676270447210214
204,-0.8352834180820098,0.004822135367013188,0.5497945829181482,-0.0020676270447210214
205,-0.8352834180820098,0.004822135367013188,0.5497945829181482,-0.0020676270447210214
206,-0.8352834180820098,0.004822135367013188,0.5497945829181482,-0.0020676270447210214
207,-0.8346814584928783,0.005766464625475809,0.5506963122395598,-0.0026800036704737423
208,-0.8346814584928783,0.005766464625475809,0.5506963122395598,-0.0026800036704737423
209,-0.8346814584928783,0.005766464625475809,0.5506963122395598,-0.0026800036704737423
210,-0.8346814584928783,0.005766464625475809,0.5506963122395598,-0.0026800036704737423
211,-0.8346814584928783,0.005766464625475809,0.5506963122395598,-0.0026800036704737423
212,-0.8346814584928783,0.005766464625475809,0.5506963122395598,-0.0026800036704737423
213,-0.8338879167357256,0.00533014703430792,0.5519007644921244,-0.0028421836240376617
214,-0.8338879167357256,0.00533014703430792,0.5519007644921244,-0.0028421836240376617
215,-0.8338879167357256,0.00533014703430792,0.5519007644921244,-0.0028421836240376617
216,-0.8338879167357256,0.00533014703430792,0.5519007644921244,-0.0028421836240376617
217,-0.8338879167357256,0.00533014703430792,0.5519007644921244,-0.0028421836240376617
218,-0.833168783376923,0.005695353569762218,0.5529749119041579,-0.0040110046773745855
219,-0.833168783376923,0.005695353569762218,0.5529749119041579,-0.0040110046773745855
220,-0.833168783376923,0.005695353569762218,0.5529749119041579,-0.0040110046773745855
221,-0.833168783376923,0.005695353569762218,0.5529749119041579,-0.0040110046773745855
222,-0.833168783376923,0.005695353569762218,0.5529749119041579,-0.0040110046773745855
223,-0.833168783376923,0.005695353569762218,0.5529749119041579,-0.0040110046773745855
224,-0.8330488869362332,0.006829943448225282,0.5531378338947952,-0.004630395336350313
225,-0.8330488869362332,0.006829943448225282,0.5531378338947952,-0.004630395336350313
226,-0.8330488869362332,0.006829943448225282,0.5531378338947952,-0.004630395336350313
227,-0.8330488869362332,0.006829943448225282,0.5531378338947952,-0.004630395336350313
228,-0.8330488869362332,0.006829943448225282,0.5531378338947952,-0.004630395336350313
229,-0.8317028904900278,0.0067010162744924155,0.555166978220693,-0.0038761610810683416
230,-0.8317028904900278,0.0067010162744924155,0.555166978220693,-0.0038761610810683416
231,-0.8317028904900278,0.0067010162744924155,0.555166978220693,-0.0038761610810683416
232,-0.8317028904900278,0.0067010162744924155,0.555166978220693,-0.0038761610810683416
233,-0.8317028904900278,0.0067010162744924155,0.555166978220693,-0.0038761610810683416
234,-0.8317028904900278,0.0067010162744924155,0.555166978220693,-0.0038761610810683416
235,-0.8317028904900278,0.0067010162744924155,0.555166978220693,-0.0038761610810683416
236,-0.8317028904900278,0.0067010162744924155,0.555166978220693,-0.0038761610810683416
237,-0.8317028904900278,0.0067010162744924155,0.555166978220693,-0.0038761610810683416
238,-0.8317028904900278,0.0067010162744924155,0.555166978220693,-0.0038761610810683416
239,-0.8321926369242977,0.008274988938572675,0.5543940952481993,-0.005841811446897012
240,-0.8321926369242977,0.008274988938572675,0.5543940952481993,-0.005841811446897012
241,-0.8321926369242977,0.008274988938572675,0.5543940952481993,-0.005841811446897012
242,-0.8309350217280986,0.006893213679085196,0.5563024053904221,-0.0052064409848844384
243,-0.8309350217280986,0.006893213679085196,0.5563024053904221,-0.0052064409848844384
244,-0.8309350217280986,0.006893213679085196,0.5563024053904221,-0.0052064409848844384
245,-0.8309350217280986,0.006893213679085196,0.5563024053904221,-0.0052064409848844384
246,-0.8309350217280986,0.006893213679085196,0.5563024053904221,-0.0052064409848844384
247,-0.8309350217280986,0.006893213679085196,0.5563024053904221,-0.0052064409848844384
248,-0.8309350217280986,0.006893213679085196,0.5563024053904221,-0.0052064409848844384
249,-0.8299947274900008,0.008090270927118455,0.5576859356378043,-0.005449499693728546
250,-0.8299947274900008,0.008090270927118455,0.5576859356378043,-0.005449499693728546
251,-0.8299947274900008,0.008090270927118455,0.5576859356378043,-0.005449499693728546
252,-0.8299947274900008,0.008090270927118455,0.5576859356378043,-0.005449499693728546
253,-0.8299947274900008,0.008090270927118455,0.5576859356378043,-0.005449499693728546
254,-0.8299947274900008,0.008090270927118455,0.5576859356378043,-0.005449499693728546
255,-0.8293883912138409,0.006921920129789526,0.5586085711868366,-0.004842286446955636
256,-0.8293883912138409,0.006921920129789526,0.5586085711868366,-0.004842286446955636
257,-0.8293883912138409,0.006921920129789526,0.5586085711868366,-0.004842286446955636
258,-0.8293883912138409,0.006921920129789526,0.5586085711868366,-0.004842286446955636
